S.No,text,Label
3658,చెత్త వీడియో .....ఇవాళ రేపు కన్న తండ్రిని మరీ అంత దారుణంగా ఎవరూ చూడరు,hate
3659,ఫస్ట్ నీతులు చెప్పావు కదా డబ్బు వద్దని ఇప్పుడు ఎందుకు తీసుకోమంటున్నావ్..,hate
3660,Em Tesukovali na Bokkala padda innerwear tappa. time Bokkalo show,hate
3661,Ila suitcaselu petti mosam cheyatam kanna afrer results vachaka prize money la petti untey best ga endhuko ee mosalu,hate
3662,Marea srihan pakkana moddagudvala,hate
3663,Siggu undali andhariki chepadanki thisko Ani,hate
3664,Yendhuku navuthunav ra yadhava sachinoda,hate
3665,కుదురుగా కూర్చో అన్నయ్య ఎందుకు దూల పనులు నీ వల్ల ఎలాగో ఏ ఉపయోగం లేదు ఆంధ్రాకి,hate
3666,veeni cm ananaloo leka pothey vp analoo artham kavadam ledhu,hate
3667,ఏకిలి సన్నసిలగా నవ్వు ఎందుకు,hate
3668,చెప్పినవి చెప్పినట్టు జరిగితే అడగడానికి అపాయింట్మెంట్ కూడా దొరకదు వినేవాడు ఉంటే ఏదైనా చెప్తారు,hate
3669,Em paata ra edhi nee mokam lage vundh,hate
3670,Vast gada eda pora ne voice vanta mantal vastanda,hate
3671,Asala eamyna rhyming unda,hate
3672,Nuvvu nee Lanja voice pukulo dance chii...,hate
3673,Chillar chillar mokalani teskochi famous chestunaru,hate
3674,Over acting ఎక్కువైంది తగ్గించుకుంటే మంచిది,hate
3675,Edo bajaru lanja edi di ni action,hate
3676,Venakala bord enti meeru vese boku vesalu enti thuu q,hate
3677,ఎందుకు రికార్డింగ్ డాన్స్ వాళ్ళకి విలువ లేదు అంటే... ఇలాంటి మాటలు... వెకిలి చేష్టలు వల్లే...,hate
3678,Idi RTC Conducter ha leka Inka bustand lo emaina chesinda ,hate
3679,Ne mokam susthe leshe modda kuda muska pothundhi.,hate
3680,Thengu kaani athi thengaaku love dalo dancer,hate
3681,Denni enduku asal famous chesaru enta chillar di,hate
3682,Orey idi RTC conductor na Recording dancer na,hate
3683,Baga over chesthunnav elane chesthe thondharaga pothav,hate
3684,Dani matala vintene ardhamavuthundhi idhi road side lights vesedani,hate
3685,నువ్వు వెస్ట్ దానివి దొమ్మరి దాన ఇది ఏంటిదే,hate
3686,Asalu మీకు సిఘు undaa ఒకసారి కామెంట్స్ చూసుకోండి,hate
3687,పోయే కాలం దగ్గర పడింది దేనికి,hate
3688,Gee bajaru chillara dhaniki baga hype icharu kadha ra thu,hate
3689,Dheeni chusinappude artham ayindhi idhi tractor la meedha dance vesedanila undhi ,hate
3690,Na modda la expressions,hate
3691,బోకర్ దానిలా మాటలు మాట్లాడకు,hate
3692,Puku Badhalaipodhi Lanja dhana,hate
3693,Edi lanja kabate ela janalanu chedakodutundi,hate
3694,ఎదో కామెంట్స్ పెట్టొద్దు అన్న ఎదవ ముండ ఇప్పుడెలాగా పోయేటి వాడుతున్నావ్,hate
3695,"ఇది లంజలా రాజ్యం..,. కలియుగం లో లంజేలే నీతులు చెబుతారు",hate
3696,Galeez mokalani famous chesaru kadara ....,hate
3697,Ela lan..i veshalu vesedanni tesukochi TV Lo Pettaru,hate
3698,Deeniki k... Kovvu Baga perigindi,hate
3699,Nuv dancer va chiii sigguledhu Neku,hate
3700,Dhini gudha pandhulu kukkalu gulliyya,hate
3701,Ha bokkaley ...... Chivaridaka vuntey appudu cheppu,hate
3702,Arey vaadu paata padtunnada leka padyam oppacheptunada,hate
3703,vadi puku chinthapandu cheyali,hate
3704,Ma campus ee bro lanjoduku,hate
3705,Gudha paguldegale,hate
3706,Ellati guruvu kanni boka lo aiyali,hate
3707,Nene aythe Ada narukutha vadu guruva,hate
3708,guddha pagaladhenali lonjakodikini,hate
3709,Online loo phone book chesthe ipoedhi gaa ,non-hate
3710,Nduk bro holidays manam thiskuntam ka elago,non-hate
3711,𝐦𝐚𝐧𝐚𝐦 𝐜𝐨𝐫𝐫𝐞𝐜𝐭𝐠𝐚 𝐯𝐞𝐥𝐭𝐡𝐮𝐧𝐧𝐚 𝐩𝐚𝐤𝐤𝐚𝐧𝐚 𝐯𝐚𝐜𝐡𝐞𝐯𝐚𝐫𝐢 𝐯𝐚𝐥𝐥𝐚 𝐯𝐚𝐜𝐡𝐞 𝐩𝐫𝐛𝐥𝐦𝐬 𝐢𝐯𝐚𝐧𝐧𝐢,non-hate
3712,సోదరులు ఎంత గొడవ ఉన్న ఎవడన్నా తమ్ముడిని ఏమన్నా అంటే రక్తం ఊరుకోదు. అలాగే భారతీయులు కూడా ఉండాలని గొప్పగా చూపించిన రాజమౌళి గారికి ధన్యవాదాలు,non-hate
3713,సూపర్ రా చిన్న,non-hate
3714,సూపర్ గా పాడారు...మీతో ఈ పాట ఐటమ్ సాంగ్ చేస్తే అదిరిపోను,non-hate
3715,"సార్ మీ తండ్రి కొడుకుల పాత్రలు చాలా సూపర్ గా ఉంటాయి సార్, నాకు కూడా ఇద్దరు కొడుకులు వాళ్లతో ఎప్పుడు ఇలాగే కామెడీగానే ఉంటాను",non-hate
3716,సంక్రాంతికి రాబోతున్న చిరంజీవి గారి సినిమా మరియు బాలకృష్ణ గారి సినిమా మంచి విజయం సాధించాలని కోరుకుంటూ,non-hate
3717,శ్రీదేవి డ్రామా కంపెనీ షో వల్ల ఎంతో మంది టాలెంట్ ఉన్నవారు బయటకు వస్తున్నారు.,non-hate
3718,"శేకర్ మాస్టర్, యశ్ మాస్టర్, రమ్యకృష్ణ మామ్ వరకు ok మిగతా చిల్లర బ్యాచ్ జెడ్జెస్ ఏందిరా నయన..",non-hate
3719,వేగంగా వచ్చినవాడిది తప్పు,non-hate
3720,"వామ్మో వాయ్యో,,,,గురువు గారు manchi కాకా పడుతున్నాడు",non-hate
3721,వయస్సు ఎంత ఉన్నది అని ముఖ్యం కాదు ఎనర్జీ ఎంత ఉన్నది అని ముఖ్యం తగ్గలే జై మెగాస్టార్,non-hate
3722,రియల్ హీరో రియల్ లీడర్ మల్ల రెడ్డి గారు,non-hate
3723,రాము ... ఆమెకు అన్ని రకాలుగా నచ్చినవాడు దొరికితే ఓకే అన్నాక అంతకంటే బెటర్ వాడు దొరికితే అంటున్నావు కనుక ఆమెకు ఎంత బెటర్ మెంట్ అనే దానిమీద క్లారటీ లేకపోవాలి లేదా డిగ్రీ ఆఫ్ బెటర్మెంట్ లో క్లారిటీ వచ్చిఉండాలి,non-hate
3724,రాకుడాని టైం లో వచ్చాను ఎక్స్పర్షన్ సూపర్,non-hate
3725,రమణ గారు సూపర్ గా పాడేరు మళ్లి మళ్లి వినాలి అనిపిస్తుంది మీకు అ దేవుడు ఇంక మంచి స్తాయిలో వుంచాలి అని కోరుకుంటాను,non-hate
3726,రమణ గారు మీ వాయిస్ సూపర్ పేస్ ఎక్స్ప్రెషన్ సూపర్ ప్రపోజ్ సూపర్ అల్ వేస్ యూర్స్ పర్ఫెక్ట్,non-hate
3727,రమణ గారు మీ పర్ఫామెన్స్ చాలా బాగుంది,non-hate
3728,మ్యూజిక్ సూపర్,non-hate
3729,మ్యూజిక్ చాలా చాలా బాగుంది..,non-hate
3730,మొదట ఈ సంస్కృతి మొదలైంది మీ దగ్గర నుండే కదా నానీ గారూ!,non-hate
3731,మూతికి ఉన్న మాస్క్ తీసి పెట్టు బ్రో పోస్ట్...లేకుంటే భయపడుతున్నవ్ అనుకుంటారు.,non-hate
3732,మాలా విసర్జన చేస్తున్నారని ఏడుస్తుంది కధా పాప అయ్యప్ప అంటే ఒక వెసనం ఒక సారి మాల వేసుకుంటే ఇక ఆగలేము తీసేటప్పుడు నేను ఏడుస్తాను,non-hate
3733,మాములుగా లేదు ట్విస్ట్ సూపర్ అహ కెవ్వు కేక,non-hate
3734,మా పరిస్థితి కూడా అలానే ఉంది స్వామి,non-hate
3735,మా నాన్నగారి సైట్ నాకు వచ్చింది అందుకని నాకు ఏమి కనిపించదు అన్నయ్య,non-hate
3736,మళ్ళీ మళ్ళీ రిపీట్ చేస్తూ చూస్తున్న వాళ్లు ఎంతమంది ఉన్నారు...️ ,non-hate
3737,మంచి మనసున్న మన కళ్యాణ్ రామ్ గారికి దక్కిన గొప్ప విజయం ఈ సినిమా,non-hate
3738,భారతదేశం గర్వించదగ్గ నటుడు ఎన్టీఆర్ అన్న కొమరం భీమ్,non-hate
3739,భాను అక్క రమణ అన్న సూపర్ సూపర్ సాంగ్స్ పాడుతున్నారు కదా అక్క,non-hate
3740,బింబిసర కళ్యాణ్ రామ్ గారి క్యారియర్ లో భారీ విజయం సాధించడం చాలా ఆనందంగా ఉంది.,non-hate
